Key,Frequency,Percentage
DeferredRevenueAndCreditsNoncurrent,7,1.39%
SaleLeasebackTransactionNetProceedsFinancingActivities,7,1.39%
DerivativeCreditRiskValuationAdjustmentDerivativeAssets,7,1.39%
FinancialInstrumentsOwnedAndPledgedAsCollateralAmountNotEligibleToBeRepledgedByCounterparty,7,1.39%
ExtendedProductWarrantyAccrualWarrantiesIssued,7,1.39%
PaymentsToExploreAndDevelopOilAndGasProperties,7,1.39%
ProjectsThatHaveExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,7,1.39%
CapitalizedCostsProvedProperties,7,1.39%
AdvancesOnInventoryPurchases,7,1.39%
AcquiredFiniteLivedIntangibleAssetResidualValue,7,1.39%
SegmentReportingReconcilingItemsForOperatingProfitLoss,7,1.39%
StockIssuedDuringPeriodValueStockOptionsExercisedNetOfTaxBenefitExpense,7,1.39%
IncomeTaxEffectsAllocatedDirectlyToEquityOther,7,1.39%
OtherPostretirementBenefitsPayableCurrentAndNoncurrent,7,1.39%
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFive,7,1.39%
IncomeTaxReconciliationTaxSettlementsOther,7,1.39%
ValueAddedTaxReceivableNoncurrent,7,1.39%
ProceedsFromUnsecuredNotesPayable,7,1.39%
GainLossOnSaleOfPropertiesApplicableIncomeTaxes,7,1.39%
DirectFinancingLeaseNetInvestmentInLease,7,1.39%
RegulatedOperatingRevenue,7,1.39%
NoncashProjectAbandonmentCosts,7,1.39%
CostOfServicesDepreciation,7,1.39%
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsTax,7,1.39%
DisposalGroupIncludingDiscontinuedOperationRentalIncome,7,1.39%
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,7,1.39%
MediumTermNotes,7,1.39%
FairValueAssumptionsExpectedDividendRate,7,1.39%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingPeriodIncreaseDecrease,7,1.39%
SubordinatedBorrowingInterestRate,7,1.39%
TimeDepositMaturitiesRemainderOfFiscalYear,7,1.39%
DefinedBenefitPensionPlanNoncurrentLiabilities,7,1.39%
AllowanceForLoanAndLeaseLossesLoansSold,7,1.39%
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,7,1.39%
PreferredStockDiscountOnShares,7,1.39%
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateAfterYearOneThroughFive,7,1.39%
InvestmentBankingRevenue,7,1.39%
InterestExpenseTradingLiabilities,7,1.39%
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,7,1.39%
ServicingAssetAtFairValueDisposals,7,1.39%
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateAfterYear10,7,1.39%
InterestIncomeDebtSecuritiesTradingOperating,7,1.39%
HedgedAssetFairValueHedgeLastOfLayerCumulativeIncreaseDecrease,7,1.39%
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateYearOne,7,1.39%
FederalFundsSold,7,1.39%
FederalFundsPurchased,7,1.39%
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateAfterYear5Through10,7,1.39%
InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,7,1.39%
PrincipalInvestmentGainsLosses,7,1.39%
HostingArrangementServiceContractImplementationCostExpenseAmortization,7,1.39%
EffectOnAccumulatedOtherComprehensiveIncomeLossDueToChangeInMeasurementDateNetOfTax,7,1.39%
RevenueRecognitionGiftCardsBreakage,7,1.39%
LongTermCommercialPaperCurrent,7,1.39%
AdjustmentsToAdditionalPaidInCapitalStockSplit,7,1.39%
RedeemableNoncontrollingInterestEquityOtherCarryingAmount,7,1.39%
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,7,1.39%
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,7,1.39%
FinancingReceivableModificationsNumberOfContracts,7,1.39%
FinancingReceivableModificationsPostModificationRecordedInvestment,7,1.39%
SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction,7,1.39%
EmbeddedDerivativeLossOnEmbeddedDerivative,7,1.39%
DeferredSalesCommission,7,1.39%
TradingSecuritiesDebtAmortizedCost,7,1.39%
DeferredRevenueAndCredits,7,1.39%
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,7,1.39%
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,7,1.39%
CostOfServicesMaintenanceCosts,7,1.39%
SegmentReportingInformationGoodwill,7,1.39%
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIncomeTaxExpense,7,1.39%
ReinsuranceRecoverablesOnPaidLosses,7,1.39%
UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncome,7,1.39%
ResultsOfOperationsIncomeBeforeIncomeTaxes,7,1.39%
MinorityInterestInNetIncomeLossPreferredUnitHolders,7,1.39%
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent,7,1.39%
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesCarryingAmountNet,7,1.39%
FederalHomeLoanBankStockAndFederalReserveBankStock,7,1.39%
RedeemableNoncontrollingInterestEquityRedemptionValue,7,1.39%
CostmethodInvestmentsRealizedGainLossExcludingOtherThanTemporaryImpairments,7,1.39%
PaymentsToAcquireRealEstateHeldForInvestment,7,1.39%
ServicingFeesNet,7,1.39%
DisposalGroupIncludingDiscontinuedOperationInterestIncome,7,1.39%
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,7,1.39%
MortgageServicingRightsMSRImpairmentRecovery,7,1.39%
PaymentsForProceedsFromTenantAllowance,7,1.39%
CashFlowHedgeLossReclassifiedToInterestExpense,7,1.39%
MultiemployerPlanPensionInsignificantEmployerContributionCost,7,1.39%
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,7,1.39%
CompensationAndBenefitsTrust,7,1.39%
DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,7,1.39%
ServicingAssetAtAmortizedValueFairValue,7,1.39%
FinancingReceivableExcludingAccruedInterestYearTwoOriginatedFiscalYearBeforeCurrentFiscalYearWriteoff,7,1.39%
DirectFinancingLeaseUnguaranteedResidualAsset,7,1.39%
BankOwnedLifeInsuranceIncome,7,1.39%
FinancingReceivableExcludingAccruedInterestYearOneOriginatedCurrentFiscalYearWriteoff,7,1.39%
FeesAndCommissionsMortgageBankingAndServicing,7,1.39%
FinancingReceivableExcludingAccruedInterestOriginatedMoreThanFiveYearsBeforeCurrentFiscalYearWriteoff,7,1.39%
FinancingReceivableExcludingAccruedInterestYearFiveOriginatedFourYearsBeforeCurrentFiscalYearWriteoff,7,1.39%
FinancingReceivableExcludingAccruedInterestYearFourOriginatedThreeYearsBeforeCurrentFiscalYearWriteoff,7,1.39%
FinancingReceivableExcludingAccruedInterestYearThreeOriginatedTwoYearsBeforeCurrentFiscalYearWriteoff,7,1.39%
SiteContingencyAccrualUndiscountedAmount,7,1.39%
ProgramRightsObligationsCurrent,7,1.39%
OtherInvestmentNotReadilyMarketableFairValue,7,1.39%
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,7,1.39%
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,7,1.39%
IncrementalCommonSharesAttributableToAcceleratedShareRepurchaseAgreements,7,1.39%
ContractuallySpecifiedServicingFeesAmount,7,1.39%
FoodAndBeverageRevenue,7,1.39%
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,7,1.39%
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,7,1.39%
IncreaseDecreaseInTimeDeposits,7,1.39%
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,7,1.39%
RemainingAmountsOfRegulatoryAssetsForWhichNoReturnOnInvestmentDuringRecoveryPeriodIsProvided,7,1.39%
UnregulatedOperatingRevenue,7,1.39%
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,7,1.39%
MortgageLoansInProcessOfForeclosureAmount,7,1.39%
TransferOfLoansHeldForSaleToPortfolioLoans1,7,1.39%
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,7,1.39%
ExplorationAbandonmentAndImpairmentExpense,7,1.39%
AccruedInsuranceCurrentAndNoncurrent,7,1.39%
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,7,1.39%
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,7,1.39%
PaymentsToAcquireLandHeldForUse,7,1.39%
ShareBasedGoodsAndNonemployeeServicesTransactionQuantityOfSecuritiesIssued,7,1.39%
SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalNetOfTax,7,1.39%
OtherAdditionalCapital,7,1.39%
RealEstateInventoryCapitalizedInterestCosts,7,1.39%
DefinedBenefitPlanGrossPrescriptionDrugSubsidyReceiptsReceived,7,1.39%
PaymentsToAcquireMachineryAndEquipment,7,1.39%
CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets,7,1.39%
IndefiniteLivedLicenseAgreements,7,1.39%
ExtendedProductWarrantyAccrual,7,1.39%
GainLossOnSaleOfLoansAndLeases,7,1.39%
GainLossOnSaleOfMortgageLoans,7,1.39%
PreferredStockRedemptionDiscount,7,1.39%
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,7,1.39%
TradingAccountAssetsFairValueDisclosure,7,1.39%
DebtInstrumentInterestRateIncreaseDecrease,7,1.39%
AccruedBonusesCurrentAndNoncurrent,7,1.39%
AccruedPayrollTaxesCurrentAndNoncurrent,7,1.39%
OperatingLeasesIncomeStatementContingentRevenue,7,1.39%
PartnersCapitalAccountUnitsSoldInPublicOffering,7,1.39%
CumulativeEffectOnRetainedEarningsNetOfTax,7,1.39%
LeveragedLeasesBalanceSheetInvestmentInLeveragedLeasesNet,7,1.39%
LeveragedLeasesIncomeStatementNetIncomeFromLeveragedLeases,7,1.39%
BilledContractReceivables,7,1.39%
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,7,1.39%
ProductWarrantyAccrualPeriodIncreaseDecrease,7,1.39%
InterestAndDividendIncomeSecuritiesHeldToMaturity,7,1.39%
AvailableForSaleSecuritiesAndHeldToMaturitySecurities,7,1.39%
OtherTaxCarryforwardValuationAllowance,7,1.39%
TradeReceivablesHeldForSaleAmount,7,1.39%
CapitalUnitsAuthorized,7,1.39%
GainLossOnDiscontinuationOfInterestRateCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,7,1.39%
FinancingReceivableExcludingAccruedInterestModifiedPast12Months,7,1.39%
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,7,1.39%
ContractualObligationDueInFourthAndFifthYear,7,1.39%
ContractualObligationDueInSecondAndThirdYear,7,1.39%
GrantsReceivableCurrent,7,1.39%
SalesRevenueGoodsNetPercentage,7,1.39%
DerivativeInstrumentsLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,7,1.39%
WorkersCompensationLiabilityCurrentAndNoncurrent,7,1.39%
CostMethodInvestmentsRealizedGains,7,1.39%
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,7,1.39%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetAndLiabilityGainLossIncludedInOtherComprehensiveIncomeLoss,7,1.39%
RestructuringAndRelatedCostExpectedCostRemaining,7,1.39%
AllowanceForLoanAndLeaseLossesLoansAcquired,7,1.39%
TradingLiabilitiesFairValueDisclosure,7,1.39%
AdvertisingRevenue,7,1.39%
BusinessCombinationSeparatelyRecognizedTransactionsNetGainsAndLosses,7,1.39%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodIntrinsicValue,6,1.20%
CapitalLeasesNetInvestmentInDirectFinancingLeasesInitialDirectCosts,6,1.20%
DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,6,1.20%
PreferredStockAmountOfPreferredDividendsInArrears,6,1.20%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsPeriodIncreaseDecrease,6,1.20%
EarlyRepaymentOfSubordinatedDebt,6,1.20%
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,6,1.20%
DerivativeInstrumentsGainRecognizedInIncome,6,1.20%
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnIncomeFromContinuingOperations,6,1.20%
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseForeignCurrencyTranslationGainLoss,6,1.20%
IncreaseDecreaseInCashCollateralForLoanedSecurities,6,1.20%
ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimAdjustmentExpenseOtherReconcilingItem,6,1.20%
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,6,1.20%
ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,6,1.20%
WeightedAverageNumberOfSharesContingentlyIssuable,6,1.20%
DeferredSetUpCostsNoncurrent,6,1.20%
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeLossAfterTax,6,1.20%
DefinedBenefitPlanAmortizationOfTransitionAssetObligation,6,1.20%
PriceRiskCashFlowHedgeAssetAtFairValue,6,1.20%
IncreaseDecreaseOfRestrictedInvestments,6,1.20%
DefinedBenefitPlanExpectedFutureBenefitPaymentsRemainderOfFiscalYear,6,1.20%
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,6,1.20%
FormerGainContingencyRecognizedInCurrentPeriod,6,1.20%
PublicUtilitiesInventory,6,1.20%
MinorityInterestAmountRepresentedByPreferredStock,6,1.20%
EnergyRelatedInventoryGasStoredUnderground,6,1.20%
UtilitiesOperatingExpenseGasAndPetroleumPurchased,6,1.20%
AllowanceForFundsUsedDuringConstructionInvestingActivities,6,1.20%
UtilitiesOperatingExpensePurchasedPower,6,1.20%
PaymentsForRepurchaseOfConvertiblePreferredStock,6,1.20%
CostOfGoodsSoldDepreciationDepletionAndAmortization,6,1.20%
ShortTermNonBankLoansAndNotesPayable,6,1.20%
OtherTaxCarryforwardGrossAmount,6,1.20%
DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,6,1.20%
LongtermPollutionControlBondCurrentAndNoncurrent,6,1.20%
AccountsAndFinancingReceivableAllowanceForCreditLoss,6,1.20%
SalesTypeLeaseInterestIncome,6,1.20%
SecuritiesBorrowedCollateralObligationToReturnCash,6,1.20%
CededPremiumsLifeInsuranceInForce,6,1.20%
SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,6,1.20%
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesBeforeTax,6,1.20%
DirectPremiumsLifeInsuranceInForce,6,1.20%
HeldToMaturitySecuritiesTransferredSecurityAtCarryingValue,6,1.20%
AssumedPremiumsLifeInsuranceInForce,6,1.20%
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction,6,1.20%
SecuritiesBorrowedNotOffsetPolicyElectionDeduction,6,1.20%
LifeInsuranceInForcePremiumsPercentageAssumedToNet,6,1.20%
SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangement,6,1.20%
PremiumsNetLifeInsuranceInForce,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumCumulativeIncreaseDecreaseFromCashFlowChange,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersDiscountDeductedFromReserves,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumOriginalDiscountRateBeforeCashFlowAndReinsurance,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumCumulativeIncreaseDecreaseOfActualVarianceFromExpectedExperience,6,1.20%
AvailableforsaleSecuritiesSoldAtPar,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumNetPremiumCollected,6,1.20%
SecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,6,1.20%
SeparateAccountLiabilityCashSurrenderValueAmount,6,1.20%
PresentValueOfFutureInsuranceProfitsAdditionsFromAcquisitions,6,1.20%
OtherComprehensiveIncomeCumulativeEffectOfChangeInAccountingPrincipleBeforeTaxes,6,1.20%
AociLiabilityForFuturePolicyBenefitExpectedNetPremiumBeforeTax,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumOriginalDiscountRateBeforeReinsuranceAfterCashFlowChange,6,1.20%
DeferredAdvertisingCosts,6,1.20%
AociLiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitBeforeTax,6,1.20%
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,6,1.20%
LiabilityForFuturePolicyBenefitExpectedNetPremiumInterestIncome,6,1.20%
SupplementaryInsuranceInformationOtherPolicyClaimsAndBenefitsPayable,6,1.20%
MarketRiskBenefitAssetAmount,6,1.20%
DistributedEarnings,6,1.20%
AmountRecognizedInIncomeDueToInflationaryAccounting,6,1.20%
LiabilityForFuturePolicyBenefitsPeriodExpense,6,1.20%
PaymentsForProceedsFromPolicyLoans,6,1.20%
ProceedsFromSecuritizationsOfLoansHeldForInvestment,6,1.20%
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,6,1.20%
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsPeriodIncreaseDecrease,6,1.20%
AssumedPremiumsWrittenPropertyAndCasualty,6,1.20%
DirectPremiumsWrittenPropertyAndCasualty,6,1.20%
PremiumsWrittenNetPropertyAndCasualty,6,1.20%
CededPremiumsWrittenPropertyAndCasualty,6,1.20%
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,6,1.20%
DebtInstrumentConvertibleThresholdTradingDays,6,1.20%
TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalUndistributedAccumulatedEarningsOfForeignSubsidiary,6,1.20%
ImpairmentOfOngoingProject,6,1.20%
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,6,1.20%
DebtSecuritiesGainLoss,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersDeferredPolicyAcquisitionCosts,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersNetInvestmentIncome,6,1.20%
MortgageLoansOnRealEstateNumberOfLoans,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersReservesForUnpaidClaimsAndClaimsAdjustmentExpense,6,1.20%
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersAmortizationOfDeferredPolicyAcquisitionCosts,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersPremiumsWritten,6,1.20%
EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanAmount,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersUnearnedPremiums,6,1.20%
FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome,6,1.20%
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersEarnedPremiums,6,1.20%
EffectiveIncomeTaxRateReconciliationDeductionsExtraterritorialIncomeExclusion,6,1.20%
LongLivedAssetsHeldForSaleProceedsFromSale,6,1.20%
MunicipalDebtSecuritiesAtCarryingValue,6,1.20%
DebtSecuritiesTradingAndEquitySecuritiesFvNiCost,6,1.20%
OtherInventoriesSpareParts,6,1.20%
NetInvestmentHedgeDerivativeAssetsAtFairValue,6,1.20%
BusinessAcquisitionPurchasePriceAllocationTangibleAssets,6,1.20%
IncreaseDecreaseInDueFromRelatedPartiesCurrent,6,1.20%
AccountsPayableOtherCurrentAndNoncurrent,6,1.20%
LossContingencyAccrualInsuranceRelatedAssessmentPremiumTaxOffset,6,1.20%
CapitalRequiredForCapitalAdequacy,6,1.20%
CapitalRequiredToBeWellCapitalized,6,1.20%
DepositLiabilitiesAccruedInterest,6,1.20%
TierOneLeverageCapitalRequiredForCapitalAdequacy,6,1.20%
RetainedEarningsAppropriated,6,1.20%
InsuranceServicesRevenue,6,1.20%
CumulativeEffectOfProspectiveApplicationOfNewAccountingPrinciple,6,1.20%
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,6,1.20%
TierOneLeverageCapitalRequiredToBeWellCapitalized,6,1.20%
ConversionOfStockAmountConverted,6,1.20%
SECScheduleIIIRealEstateNumberOfUnits,6,1.20%
ContractWithCustomerRightToRecoverProduct,6,1.20%
DeferredRevenuePeriodIncreaseDecrease,6,1.20%
NotesPayableToBank,6,1.20%
LongTermDebtWeightedAverageInterestRateOverTime,6,1.20%
PaymentsForRepurchaseOfTrustPreferredSecurities,6,1.20%
CostsIncurredAcquisitionOfOilAndGasProperties,6,1.20%
ResultsOfOperationsDryHoleCosts,6,1.20%
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesNoncurrent,6,1.20%
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesCurrent,6,1.20%
EffectOnOtherComprehensiveIncomeLossDueToChangeInMeasurementDateNetOfTax,6,1.20%
StockRepurchaseProgramPeriodInForce,6,1.20%
OperatingLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,6,1.20%
RentalProperties,6,1.20%
ProceedsFromSecuredNotesPayable,6,1.20%
UndistributedContinuingOperationEarningsLossAllocationToParticipatingSecuritiesBasic,6,1.20%
LineOfCreditFacilityCapacityAvailableForTradePurchases,6,1.20%
ProceedsFromUnsecuredLinesOfCredit,6,1.20%
ProceedsFromDistributionsReceivedFromRealEstatePartnerships,6,1.20%
NumberOfUnitsInRealEstateProperty,6,1.20%
PaymentsForCommissions,6,1.20%
IncreaseInCarryingAmountOfRedeemablePreferredStock,6,1.20%
PreferredUnitsIssued,6,1.20%
TimeDeposits100000OrMoreForeign,6,1.20%
LessorOperatingLeasePaymentsToBeReceivedNextRollingTwelveMonths,6,1.20%
LeaseIncentiveReceivable,6,1.20%
AccountsReceivableFairValueDisclosure,6,1.20%
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForLetterOfCreditFacilities,6,1.20%
UnbilledReceivablesNotBillableAtBalanceSheetDate,6,1.20%
FinancingReceivableExcludingAccruedInterestAllowanceForCreditLossPeriodIncreaseDecrease,6,1.20%
FairValueLiabilitiesMeasuredOnRecurringBasisTradingLiabilities,6,1.20%
GainLossOnPriceRiskDerivativesNet,6,1.20%
OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecurities,6,1.20%
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,6,1.20%
HedgedAssetFairValueHedgeLastOfLayerAmount,6,1.20%
HedgedAssetFairValueHedgeCumulativeIncreaseDecrease,6,1.20%
